rackTotCnt,stationName,parkingBikeTotCnt,shared,stationLatitude,stationLongitude,stationId
12,505. 자양사거리 광진아크로텔 앞,2,0,37.53701019,127.08224487,ST-102
9,506. 금호 어울림 아파트 앞,0,0,37.54906082,127.05779266,ST-103
9,507. 성수아이에스비즈타워 앞,1,0,37.54820251,127.05711365,ST-104
12,508. 성수아카데미타워 앞,1,0,37.54516602,127.05751038,ST-105
22,509. 이마트 버스정류소 옆,1,0,37.53965378,127.05258942,ST-106
12,510. 서울숲 남문 버스정류소 옆,2,0,37.54122162,127.04380035,ST-107
18,511. 서울숲역 4번 출구 옆,0,0,37.54458237,127.04460907,ST-108
17,512. 뚝섬역 1번 출구 옆,0,0,37.54856110,127.04500580,ST-109
15,513. 뚝섬역 5번 출구 정류소 옆,1,0,37.54630661,127.04980469,ST-111
9,514. 성수사거리 버스정류장 앞,0,0,37.54257965,127.06330872,ST-112
12,515. 광양중학교 앞,0,0,37.53023529,127.08683014,ST-113
12,516. 광진메디칼 앞,7,0,37.54840469,127.06936646,ST-114
22,518. 청계천 박물관 앞,0,0,37.57152557,127.03535461,ST-234
22,519. 양지사거리,7,0,37.56699371,127.02991486,ST-235
12,520. 상왕십리역 4번 출구 앞,1,0,37.56385803,127.03031921,ST-236
16,521. 왕십리역 11번 출구 앞,3,0,37.56144714,127.03491974,ST-237
11,522. 금호역 1번출구 앞,2,0,37.54864120,127.01642609,ST-238
13,523. 옥수동성당 옆,0,0,37.54366302,127.01406097,ST-239
12,524. 래미안금호하이리버 아파트 102동 옆,2,0,37.55220032,127.02505493,ST-240
22,525. 한양대병원사거리,4,0,37.55805206,127.04035187,ST-241
12,526. 용답토속공원 앞,2,0,37.56351089,127.05672455,ST-242
17,529. 장한평역 8번 출구 앞,0,0,37.56137085,127.06365967,ST-243
11,530. 청계벽산아파트 앞,1,0,37.56874847,127.03040314,ST-244
9,533. 우리은행 금호동 지점 앞,5,0,37.54814911,127.02108765,ST-245
22,534. 금호사거리,0,0,37.54863358,127.02572632,ST-246
18,535. 응봉삼거리,1,0,37.55398560,127.03359222,ST-247
10,536. 행당역 2번출구 앞,3,0,37.55735016,127.02921295,ST-248
12,537. 한양대후문역 부근,1,0,37.56035614,127.04139709,ST-249
17,538. 답십리역 8번출구 앞,1,0,37.56764984,127.05115509,ST-250
12,539. 군자교교차로,6,0,37.55979538,127.07420349,ST-252
10,540. 군자역 7번출구 베스트샵 앞,5,0,37.55603027,127.07864380,ST-253
21,542. 강변역 4번출구 뒤,0,0,37.53546524,127.09448242,ST-254
22,543. 구의공원(테크노마트 앞),2,0,37.53596878,127.09467316,ST-255
22,544. 광남중학교,6,0,37.54072952,127.10290527,ST-256
10,546. 잠실대교북단 교차로,0,0,37.53247833,127.08509064,ST-257
22,548. 자양나들목,4,0,37.52976990,127.07485962,ST-258
12,549. 아차산역 3번출구,8,0,37.55122375,127.08970642,ST-259
17,550. 서울시설공단 앞,0,0,37.57164001,127.03565979,ST-251
12,551. 구의삼성쉐르빌 앞,0,0,37.54006195,127.09449768,ST-377
12,552. 대림아크로리버 앞,0,0,37.53657913,127.09297180,ST-378
21,553. 중곡 성원APT 앞,4,0,37.57125473,127.07980347,ST-379
11,555. 구의3동주민센터,1,0,37.53784943,127.09217072,ST-381
22,556. 달맞이공원,1,0,37.54205322,127.02040100,ST-357
12,557. 도선동 주민센터 앞,1,0,37.56764221,127.02569580,ST-358
22,558. 성동광진 교육지원청 앞,0,0,37.56460571,127.03652191,ST-359
12,559. 왕십리역 4번 출구 건너편,0,0,37.56109619,127.03679657,ST-360
10,560. 비전교회 앞,1,0,37.55120468,127.06893158,ST-361
12,561. 서울숲역 2번출구 앞,1,0,37.54281616,127.04467010,ST-362
12,562. 군자지하보도 앞,6,0,37.55924606,127.07341003,ST-363
12,563. 성동세무서 건너편,1,0,37.54791260,127.06275177,ST-364
17,564. 금호역 3번출구,0,0,37.54792786,127.01557159,ST-365
22,565. 옥수역 3번출구,7,0,37.54136276,127.01766205,ST-366
17,567. 성수역 2번출구 앞,0,0,37.54459000,127.05708313,ST-368
12,568. 청계8가사거리 부근,1,0,37.57110214,127.02355957,ST-369
12,569. 응봉현대아파트 정류소,0,0,37.54958344,127.03024292,ST-370
22,571. 어린이대공원역6번출구,1,0,37.54849625,127.07476044,ST-382
22,572. 국립정신 건강센터 앞,10,0,37.56538010,127.08650970,ST-383
12,573. 구의문주차장 앞,9,0,37.54523087,127.08473206,ST-384
42,574. 아차산역4번출구,5,0,37.55184937,127.08898163,ST-385
12,575. 중앙농협 중곡지점,3,0,37.56429291,127.08693695,ST-386
12,576. 광나루역 3번 출구,0,0,37.54483032,127.10426331,ST-387
12,577. 광진청소년수련관,2,0,37.54654694,127.10613251,ST-388
10,578. 성동세무서 부근,1,0,37.54828644,127.06208801,ST-371
10,579. 마장역 4번출구,0,0,37.56520462,127.04184723,ST-372
15,581. 용답초등학교,2,0,37.56101227,127.05423737,ST-374
12,582. 경일중학교 앞,1,0,37.54317856,127.04907990,ST-375
22,583. 청계천 생태교실 앞,7,0,37.56797028,127.04689026,ST-376
22,584. 광진광장 교통섬,6,0,37.54782867,127.07263184,ST-445
11,585. 성수2가1동 공영주차장 인근,5,0,37.53680801,127.05548859,ST-446
12,586. 마장동 주민센터,2,0,37.56594086,127.04539490,ST-447
12,587. 유니베라 앞,0,0,37.54541779,127.05264282,ST-482
22,588. 뚝섬 유원지역,4,0,37.53268814,127.06749725,ST-483
10,589. 성수역3번출구,0,0,37.54415894,127.05665588,ST-506
22,590. 건국대학교 (입학정보관),3,0,37.53989029,127.07336426,ST-972
7,591. 건국대학교 (행정관),0,0,37.54277802,127.07537079,ST-973
32,592. 건국대학교 학생회관,0,0,37.54191208,127.07763672,ST-974
7,593.자양중앙나들목,10,14,37.52858734,127.07787323,ST-980
17,594. 중랑물재생센터(서울새활용플라자),1,0,37.55836487,127.05690765,ST-967
12,600. 휘경2동 주민센터,1,0,37.58991241,127.06867981,ST-260
12,601. 용신동주민센터,0,0,37.57594681,127.03736115,ST-261
12,602. 장안동 사거리,7,0,37.57217407,127.07138824,ST-262
17,604. 답십리초등학교 옆 공원,7,0,37.56965637,127.05596161,ST-264
10,605. 신설동역8번출구,2,0,37.57419968,127.02649689,ST-265
17,606. 휘경공고앞,0,0,37.58462524,127.07028961,ST-266
12,607. 신이문역 2번출구,5,0,37.60271072,127.06786346,ST-267
12,608. 전농삼성아파트,2,0,37.58131027,127.05534363,ST-268
22,609. 제기2교,1,0,37.58779144,127.03736115,ST-269
12,610. 동대문중 교차로,3,0,37.57308578,127.05216217,ST-270
22,612. 시립동부병원 앞 사거리,1,0,37.57366562,127.03081512,ST-271
12,613. 신설동역 10번출구 앞,1,0,37.57527161,127.02346802,ST-272
22,614. 용두동 사거리,3,0,37.57768631,127.03101349,ST-273
22,615. 용두동 래미안허브리츠아파트 앞,0,0,37.57638168,127.03511047,ST-274
22,616. 서울시립대 앞,0,0,37.58256149,127.05436707,ST-275
22,617. 청솔우성아파트 앞,1,0,37.57420349,127.05769348,ST-276
15,621. 동대문중학교 옆,1,0,37.57471848,127.05339050,ST-389
17,622. 전농사거리 교통섬,0,0,37.57779312,127.05783081,ST-390
22,623. 서울시립대 정문 앞,4,0,37.58369827,127.05385590,ST-391
12,624. 전농동 동아아파트 앞,1,0,37.57418823,127.04589081,ST-392
11,625. 답십리초등학교 앞(현대시장 옆),7,9,37.56819153,127.05717468,ST-393
12,626. 군자교 서측 녹지대,16,8,37.56115341,127.07096863,ST-394
12,627. 장안동삼거리 교통섬,4,0,37.57863235,127.07190704,ST-395
17,628. 휘봉고등학교 앞,2,0,37.58681488,127.06754303,ST-396
17,630. 동대문구 보건소,3,0,37.57485199,127.04030609,ST-397
17,631. 답십리역 1번출구,0,0,37.56818390,127.05127716,ST-398
10,633. 청량리 기업은행 앞,5,0,37.58040619,127.04482269,ST-400
22,634. 외국어대 정문 앞,2,0,37.59601974,127.05982971,ST-401
14,635. 시조사 앞 (청량고정문 옆),3,0,37.58751678,127.05277252,ST-402
11,636. 세종대왕기념관 교차로,0,0,37.59090042,127.04258728,ST-403
12,637. KAIST 경영대학 앞,0,0,37.59161377,127.04579163,ST-404
22,638. 서울시립대 정보기술관,0,0,37.58300781,127.06097412,ST-405
16,639. 서울시립대 후문,2,0,37.58519745,127.06095123,ST-406
8,640. KEB하나은행 청량리역지점,2,0,37.58245468,127.04449463,ST-407
12,641. 용두역 4번출구,1,0,37.57375336,127.03853607,ST-408
9,642. 신답역 사거리,1,0,37.57015610,127.04858398,ST-409
12,643. 동대문구민체육센터 (육교아래),15,17,37.56697083,127.07441711,ST-410
12,646. 장한평역 1번출구 (국민은행앞),2,0,37.56186676,127.06437683,ST-1298
12,647. 신이문역 1번출구,10,0,37.60279846,127.06726837,ST-1299
17,648. 장안동위더스빌옆,16,12,37.56669998,127.06242371,ST-1300
22,650. 중랑교사거리,7,0,37.59153366,127.06774139,ST-1302
12,651. 우리은행청량리지점앞,1,0,37.58274841,127.04827881,ST-1303
22,652. 답십리 래미안엘파인아파트 입구,9,0,37.57653046,127.06594086,ST-1447
12,654. 전농동 텃골공원,2,0,37.57762146,127.05210876,ST-1449
12,656. 영휘원 교차로,0,0,37.58723831,127.04313660,ST-1628
15,657. 동대문롯데캐슬아파트 앞,1,0,37.57575989,127.04837036,ST-1629
12,658. 촬영소 사거리,1,0,37.57294846,127.06614685,ST-1630
17,659. 제기역1번출구,0,0,37.57835007,127.03338623,ST-1631
12,660. 동의보감타워,0,0,37.57799911,127.03762817,ST-1632
12,661. 경희대학교 청운관,1,0,37.59460068,127.05196381,ST-1625
12,663. 외대앞역 4번출구,0,0,37.59489059,127.06302643,ST-1671
12,664. 서울시립대 대학본부,0,0,37.58412933,127.05793762,ST-1758
11,665.이문동 쌍용아파트 정문,5,0,37.59960556,127.06864166,ST-2265
10,667.청량차도 육교 밑,0,0,37.58659363,127.04699707,ST-2267
10,668.서울축산농협(장안지점),6,0,37.56865311,127.06918335,ST-2268
10,669.청계신한신휴플러스앞 삼거리,0,0,37.57204819,127.04466248,ST-2269
10,670.삼육서울병원 버스정류장,1,0,37.58968735,127.06140900,ST-2270
15,671.대광빌딩,0,0,37.57734299,127.02337646,ST-2271
17,672.대광고등학교,1,0,37.57859039,127.02384949,ST-2272
10,673.안암골벽산아파트(후문),0,0,37.58407974,127.03103638,ST-2273
15,674.고대앞사거리 교통섬,0,0,37.58655167,127.03314209,ST-2274
10,675.성복교회 앞 (장평교 아래),6,0,37.57202530,127.07700348,ST-2275
9,676.FITI시험연구원 앞,1,0,37.58143234,127.03547668,ST-2276
15,677.청량리역 4번 5번출구 사이,0,0,37.58015060,127.04579926,ST-2277
15,678.장안힐스테이트(아) 앞,6,0,37.57655716,127.07431030,ST-2278
10,679.전농SK아파트 앞,0,0,37.57787704,127.06168365,ST-2279
15,681.서울특별시 동부교육지원청(육교),0,0,37.57983780,127.05637360,ST-2281
22,700. KB국민은행 염창역 지점 앞,5,0,37.54684830,126.87277222,ST-308
10,701. 목동사거리 부근,6,0,37.53280258,126.86392975,ST-309
18,702. 목4동주민센터 옆,12,0,37.53254318,126.86872864,ST-310
14,703. 오목교역 7번출구 앞,0,0,37.52406311,126.87557983,ST-311
17,704. 남부법원검찰청 교차로,2,0,37.52325439,126.86490631,ST-312
17,706. 신정네거리역,3,0,37.52188110,126.85175323,ST-313
12,707. 신정3동주민센터,4,0,37.51515579,126.85489655,ST-314
18,708. 서울출입국관리사무소 앞,3,0,37.51897049,126.86996460,ST-315
22,709. 신정3동 현장민원실 앞,13,0,37.51158524,126.84156036,ST-316
22,711. 신일해피트리아파트 앞,1,0,37.51705933,126.84848785,ST-318
16,712. 강월초교입구 사거리,35,63,37.51699829,126.83831787,ST-319
22,713. 양서중학교 옆,3,0,37.53304672,126.82995605,ST-320
12,714. 한국SGI 양천문화회관 앞,7,0,37.53254700,126.83080292,ST-321
17,716.신정6동 주민센터 인근,5,0,37.51728058,126.86433411,ST-428
12,719. 홍익병원앞 교차로,16,0,37.53036880,126.86425781,ST-431
12,720. 서울강월초등학교 앞,2,0,37.51619720,126.83489990,ST-432
12,722. LG전자베스트샵 신정점 ,16,67,37.52143478,126.85738373,ST-993
17,723. SBS방송국,4,0,37.52916336,126.87274933,ST-994
17,724. 계남공원 입구 주출입구 좌측,1,0,37.51068115,126.85739899,ST-995
17,725. 양강중학교앞 교차로,1,0,37.52433395,126.85054779,ST-996
17,726. 목동3단지 시내버스정류장,18,18,37.53438950,126.86959839,ST-997
12,729. 서부식자재마트 건너편,12,25,37.51037979,126.86679840,ST-1000
12,731. 서울시 도로환경관리센터,2,0,37.52989960,126.87654114,ST-1002
12,732. 신월동 이마트,9,0,37.53955078,126.82830048,ST-1003
12,733. 신정이펜하우스314동,5,0,37.51409912,126.83100128,ST-1004
12,734. 신트리공원 입구,17,17,37.51395035,126.85605621,ST-1005
12,735. 영도초등학교,24,100,37.53643036,126.87152100,ST-1006
12,736. 오솔길공원,6,0,37.52219009,126.83670044,ST-1007
12,737. 장수공원,2,0,37.52256012,126.84947968,ST-1008
17,739. 신월사거리,16,0,37.53620148,126.82779694,ST-1010
12,740. 으뜸공원,11,0,37.53636932,126.83171082,ST-1011
12,741. 화곡로 입구 교차로,4,0,37.53952026,126.82540131,ST-1012
12,742. 등촌역 5번 출구 뒤,0,0,37.55073166,126.86457825,ST-1013
12,743. 현대6차아파트 101동 옆,12,0,37.50889969,126.84268188,ST-1014
12,744. 신목동역 2번 출구,0,0,37.54384232,126.88254547,ST-1015
12,745. 강서초등학교,10,0,37.52228165,126.83969879,ST-1016
12,746. 목동2단지 상가,4,0,37.53650284,126.87774658,ST-1017
12,747. 목동3단지 상가,12,50,37.53458023,126.87564850,ST-1018
17,748. 목동운동장,0,0,37.53025055,126.87930298,ST-1019
12,749. 이대 목동병원 앞,5,8,37.53722763,126.88661194,ST-1350
12,750. 연의근린공원 건너편,9,0,37.51215744,126.83562469,ST-1398
12,752. 성원2차 아파트,15,8,37.54218292,126.86330414,ST-1400
12,754. 목동1단지아파트 118동 앞 (월촌초등학교 정류소 옆),1,0,37.54114151,126.87667847,ST-1495
12,755. 목동1단지아파트 상가 앞 (월촌중학교 버스정류소 옆),1,0,37.53786850,126.88140869,ST-1496
12,756. 목동주차장,1,0,37.52667999,126.87616730,ST-1497
12,757. 신정이펜하우스 1단지아파트 입구 사거리,1,0,37.51427841,126.82874298,ST-1498
12,758. 한사랑교회 앞,6,0,37.51472092,126.85919952,ST-1499
11,759. 보아스아파트 앞,9,0,37.52407074,126.83860016,ST-1500
12,760. 잣절보도육교 아래,6,0,37.50682068,126.84429932,ST-1501
12,762. 오목로 무중력지대 앞,7,8,37.52455139,126.87705231,ST-1503
12,763. 목동11단지 아파트,12,8,37.51065826,126.85916138,ST-1504
32,764. 목동청소년수련관,1,0,37.53102875,126.87589264,ST-1505
12,765. 오목교역 3번출구,0,0,37.52477646,126.87548065,ST-1731
17,766. 신목동역 3번출구,2,0,37.54433823,126.88327026,ST-1736
15,"785.양천구청, 보건소 사잇길",0,0,37.51732635,126.86630249,ST-2011
10,787.양천아파트 입구,9,0,37.50790405,126.86264801,ST-2013
15,788.양천구청역 2번출구 옆,2,0,37.51237869,126.86555481,ST-2014
17,800. 목월공원 앞,6,0,37.53243256,126.95474243,ST-322
12,802. 한강진역 2번 출구 앞,3,0,37.54115295,127.00221252,ST-324
12,803. 한남초교 앞 보도육교,1,0,37.53813934,127.00409698,ST-325
11,805. 문배어린이공원 앞,0,0,37.53675842,126.97000122,ST-326
22,806. 전자랜드 본관 앞,0,0,37.53306580,126.96073151,ST-327
12,807. 서울역 12번 출구 앞,1,0,37.55227661,126.97268677,ST-328
12,808. 서빙고동 금호맨션 앞,1,0,37.52050400,126.98973846,ST-329
12,809. 한남 유수지 복개주차장,3,0,37.53016663,127.00743866,ST-330
12,810. 이태원지하보도,1,0,37.53841019,126.98664856,ST-331
22,811. 녹사평역1번출구,0,0,37.53507996,126.98538208,ST-332
22,812. 용산전쟁기념관,0,0,37.53483963,126.97766113,ST-333
22,813. 삼각지역 3번출구,2,0,37.53351212,126.97227478,ST-334
22,815. LIG강촌아파트 103동앞,2,0,37.51850891,126.97879791,ST-335
17,816. 신용산역 6번출구 앞,1,0,37.53014755,126.96848297,ST-435
11,817. 삼각지역 4번출구 앞,0,0,37.53345108,126.97173309,ST-436
17,818. 숙명여대 입구 교차로,1,0,37.54489517,126.96938324,ST-437
14,819. 선린인터넷 고등학교,1,0,37.54165268,126.97050476,ST-438
12,820. 청파동입구 교차로,6,0,37.54902649,126.97194672,ST-439
12,822. 이촌1동 마을공원,3,0,37.52204132,126.96552277,ST-440
12,823. 효창동주민센터 앞,0,0,37.54232025,126.96195984,ST-441
17,825. 서빙고동 주민센터 앞,15,0,37.52033615,126.99426270,ST-442
22,826. 서울역 서부교차로2,1,0,37.55536652,126.96864319,ST-946
22,827. 국군복지단,7,0,37.54188538,126.97966003,ST-1324
9,828. 숙대입구역 8번,0,0,37.54407883,126.97200012,ST-1325
42,829. 베르가모앞,2,0,37.52293015,126.96169281,ST-1326
12,830. 청암자이아파트앞,0,0,37.53442383,126.94857025,ST-1327
17,831. 이태원관광특구입구,0,0,37.53427887,126.98856354,ST-1328
17,832. 이촌1동 주민센터 뒤,5,0,37.52128220,126.97346497,ST-1339
17,834. 효창공원앞역 3번출구 뒤,2,0,37.53900909,126.96138000,ST-1341
12,835. 남영역 건너편,0,0,37.54198074,126.97154236,ST-1342
17,836. 현대자동차서비스 앞,1,0,37.53142166,126.95149994,ST-1343
12,837. 한남나들목 입구,2,0,37.52906036,127.00672913,ST-1344
10,838. 숙대입구역 4번출구,2,0,37.54446030,126.97238922,ST-1376
12,839. 보광동 삼성리버빌아파트 앞,6,0,37.52400970,127.00144958,ST-1441
12,840. 용산 파크타워 앞,2,0,37.52365112,126.97026825,ST-1442
17,841. 신용산역 1번 출구,1,0,37.52960968,126.96887207,ST-1443
12,843. 녹사평역 광장,0,0,37.53379822,126.98867035,ST-1445
13,844. 이촌2동 동원베네스트 아파트 앞,1,0,37.52714920,126.95516205,ST-1446
24,845. 용산 선인상가,2,0,37.53269958,126.96437836,ST-1615
17,846. 용산중학교,0,0,37.54663849,126.98104095,ST-1721
15,847. 국방부민원실옆,0,0,37.53452301,126.97750092,ST-2171
10,848. 삼각지12번 출구,0,0,37.53525925,126.97505188,ST-2172
15,849. 삼각지 자이아파트,0,0,37.53607941,126.97341919,ST-2173
15,850. KCC용산월츠타워 ,1,0,37.53739929,126.96892548,ST-2174
10,851.효창 푸르지오 앞,0,0,37.54047775,126.95811462,ST-2175
10,854.HID 유족동지회 앞,0,0,37.53872681,127.00154877,ST-2178
10,864.순천향대학병원(한남오거리),1,0,37.53514099,127.00600433,ST-2188
10,865.하얏트호텔 앞,0,0,37.54079437,126.99784851,ST-2189
10,868.롯데하이마트 용산점 앞,0,0,37.53722000,126.96501923,ST-2192
10,869.노들섬 동측 앞,0,0,37.51729584,126.95914459,ST-2239
10,870.노들섬 서측 앞,0,0,37.51731873,126.95829773,ST-2240
22,900. 은평예술회관,1,0,37.60394287,126.92769623,ST-448
12,901. 응암1동사무소,1,0,37.60097504,126.92695618,ST-449
12,902. 진관동 은빛초등학교,7,0,37.64310837,126.91822052,ST-450
22,903. 은평뉴타운 아이파크,8,0,37.64586639,126.92739105,ST-451
20,904. 은평뉴타운 푸르지오,13,0,37.64867401,126.93070221,ST-452
13,905. 구파발역 2번출구,1,0,37.63623428,126.91899872,ST-453
12,906. 연신내역 5번출구150M 아래,0,0,37.61721039,126.91957855,ST-454
12,907. CJ 드림시티,22,83,37.59949112,126.91686249,ST-455
12,908. 구산역 4번출구,1,0,37.61318588,126.91735077,ST-456
12,909. 백련산 힐스테이트 3차,0,0,37.58699417,126.92288208,ST-457
12,911. 은평평화공원(역촌역4번출구),5,0,37.60558319,126.92293549,ST-459
12,912. 응암오거리,18,17,37.58966064,126.91694641,ST-460
17,913. 이마트 은평점,6,0,37.60070038,126.92012787,ST-461
22,914. 새절역 2번출구,47,77,37.59079742,126.91365051,ST-462
12,915. 증산역 4번출구,6,0,37.58438110,126.90989685,ST-463
9,916. 평생학습관 앞,5,0,37.60784912,126.92132568,ST-464
11,917. 녹번역 4번출구,1,0,37.60129929,126.93534851,ST-465
12,919. 서울혁신파크,3,0,37.60702515,126.93331146,ST-467
12,921. 신도고등학교,1,0,37.63001633,126.91902924,ST-469
12,922. 연신내역 4번출구,0,0,37.61780167,126.92196655,ST-470
12,923. 국민은행 연서지점,4,0,37.62094879,126.92563629,ST-471
17,924. 메뚜기다리,0,0,37.62851715,126.92958069,ST-472
10,925. 불광역 2번출구,0,0,37.60956573,126.93097687,ST-473
10,926. 불광역 8번출구,3,10,37.61117935,126.92966461,ST-474
12,927. 연신내역 3번출구 인근,2,0,37.61785507,126.92252350,ST-475
17,928. 은평역사한옥박물관,0,0,37.64131546,126.93804169,ST-476
9,930. 구 서부경찰서 건너편,0,0,37.60166168,126.92030334,ST-478
22,931. 역촌파출소,10,0,37.60473633,126.91533661,ST-479
12,932. 예일여중,0,0,37.61000443,126.91639709,ST-480
12,933. LG서비스 역촌점,6,0,37.61248398,126.91487885,ST-481
17,934. 신사동 성당,4,0,37.59714127,126.90959930,ST-1020
17,937. 상림마을 롯데캐슬2단지 옆,2,0,37.64585114,126.92379761,ST-1023
17,938. 금암 문화공원,8,6,37.64468384,126.91845703,ST-1024
17,939. 은평구청 교차로,3,0,37.60169983,126.92742157,ST-1025
15,941. 은평뉴타운 도서관,2,0,37.63722229,126.93330383,ST-1027
11,942. 상림마을 생태공원,4,0,37.64408112,126.92928314,ST-1028
12,943. 은평구청 보건소,2,0,37.60240173,126.92864990,ST-1029
12,945. 기자촌 사거리,4,0,37.63414001,126.93234253,ST-1031
12,946. 독바위역 ,5,0,37.61843872,126.93288422,ST-1032
12,947. 연신내 선일하이츠빌 정류소,1,0,37.62266922,126.91999054,ST-1033
12,948. 디지털미디어 시티역 4번출구,0,0,37.57720184,126.90235138,ST-1034
9,949. 연신내역 1번 출구 ,1,0,37.61978149,126.92080688,ST-1035
7,950. 구산역 2번 출구 ,5,14,37.61077881,126.91735077,ST-1036
17,951. 연신내역 6번출구옆,0,0,37.61930466,126.92059326,ST-1037
12,952. 서울연신중학교,1,0,37.62265015,126.92524719,ST-1038
12,953. 서울연신초등학교,6,0,37.62577820,126.92881775,ST-1039
12,954. 은평뉴타운구파발9단지,4,0,37.64260864,126.92147827,ST-1329
11,956. 응암시장교차로,20,55,37.59437561,126.91815948,ST-1331
15,958. 신한은행 응암동 지점 앞,3,0,37.60036087,126.92281342,ST-1479
12,959. 구파발10단지 인근,11,8,37.64366150,126.91455841,ST-1480
17,960. 구파발역 환승센터,0,0,37.63825226,126.91945648,ST-1481
10,961. 불광역 9번 출구,2,0,37.61096954,126.92980957,ST-1482
12,962. 은평뉴타운 힐데스하임,6,0,37.63925934,126.91890717,ST-1483
15,963. 대호프라자아파트,6,0,37.61442947,126.93257904,ST-1484
12,964. 북한산힐스테이트 7차아파트,4,0,37.61654282,126.92512512,ST-1485
12,965. 서울특별시 은평병원,1,0,37.59347916,126.92318726,ST-1486
12,966. 서울혁신파크1,3,0,37.60903168,126.93467712,ST-1487
15,967. 서울혁신파크2,0,0,37.60890961,126.93241882,ST-1488
9,968. 은평뉴타운 상림마을 13단지,4,0,37.64208984,126.92941284,ST-1489
11,969. 은평 지웰테라스,5,0,37.64385986,126.93187714,ST-1490
12,971. 역촌 센트레빌 아파트,6,0,37.60232925,126.90654755,ST-1674
22,972. 수색역,0,0,37.58216095,126.89492798,ST-1751
17,1001. 광진교 남단 사거리(디지털프라자앞),2,0,37.54179382,127.12474823,ST-485
12,1002. 해공공원(천호동),2,0,37.54526138,127.12594604,ST-486
22,1003. 해공도서관앞,0,0,37.54395676,127.12548828,ST-487
12,1004. 삼성광나루아파트 버스정류장,11,17,37.55332947,127.12886810,ST-488
17,1006. 롯데캐슬 115동앞,13,0,37.55486679,127.14279938,ST-490
18,1007.암사동 선사유적지,1,0,37.55955887,127.13087463,ST-491
12,1008. 암사역 3번출구(국민은행앞),24,83,37.54957581,127.12718201,ST-492
22,1009. 천호역4번출구(현대백화점),1,0,37.53866577,127.12424469,ST-493
22,1010. 강동세무서,0,0,37.53450775,127.13840485,ST-494
22,1011. LIGA 아파트 앞,0,0,37.53474426,127.13528442,ST-495
17,1012. 서울 상운차량,1,0,37.53600693,127.12272644,ST-496
17,1013. 강동구청역 1번 출입구,0,0,37.53071594,127.12098694,ST-497
17,1014. 강동구평생학습관앞,1,0,37.55080032,127.14295197,ST-498
15,1015. 샛마을 근린공원,2,0,37.55003738,127.14691162,ST-499
12,1016. 해뜨는 주유소옆 리엔파크 109동앞,1,0,37.55939865,127.17118073,ST-500
22,1017. 맥도날드(길동),8,0,37.53544617,127.14518738,ST-501
12,1019. 다성이즈빌아파트(호원대 대각선 맞은편),1,0,37.52679443,127.13005829,ST-502
17,1020. 강동경찰서,10,0,37.52825165,127.12680054,ST-503
17,1021. 강일동 리슈빌 빌딩앞,14,0,37.56427383,127.17397308,ST-504
